road,id,model_type,condition,name,lat,lon,length
N1,1001142,link,,Box culvert,21.7732771,92.0837219,100.00000000002274
N1,1001143,bridge,C,MATHAMUHURI BRIDGE,21.7715943354948,92.0821099546075,300.0
N1,1001144,link,,Bridge start,21.7711938,92.0816382,228.00000000000864
N1,1001145,link,,Bridge end,21.7693327,92.079416,428.9999999999736
N1,1001146,link,,Road to Tuabazar (Z1127),21.7664722,92.0767771,236.00000000004684
N1,1001147,link,,Km post missing,21.7646389,92.075916,574.9999999999886
N1,1001148,link,,Road to Badarkhali (R172),21.7596389,92.0764993,552.9999999999973
N1,1001149,link,,"Cox,s Bazar 57 km",21.7546944,92.0770271,1002.0000000000095
N1,1001150,link,,"Cox,s Bazar 56 km",21.7466386,92.080916,755.3499999999644
N1,1001151,bridge,B,BANDI BAZAR BOX CULVERT,21.7401466184971,92.0826243745664,9.3
N1,1001152,link,,Box culvert,21.7392497,92.0828604,75.99999999996498
N1,1001153,bridge,A,KUMARIKOOL BOX CULVERT,21.7385629191489,92.0831876319149,14.0
N1,1001154,link,,Cox's Bazar 55 km,21.738083,92.0834163,50.99999999998772
N1,1001155,link,,Box culvert,21.7376386,92.0834719,562.4000000000251
N1,1001156,bridge,A,PASIYAKALI BOX CULVERT,21.7326068595588,92.0837488330882,5.2
N1,1001157,link,,Box culvert,21.7315827,92.0838052,48.60000000002174
N1,1001158,bridge,A,PASIYAKALI (2),21.7309878314917,92.0838156441988,38.8
N1,1001159,link,,Bridge start,21.7299993,92.083833,38.99999999998727
N1,1001160,link,,Bridge end,21.7296382,92.083833,69.00000000001683
N1,1001161,link,,"Cox,s Bazar 54 km",21.7290271,92.0838608,554.6999999999684
N1,1001162,bridge,A,HASIRUGIGI,21.7240739341074,92.083544148476,12.6
N1,1001163,link,,Box culvert,21.7229438,92.0834719,163.0000000000109
N1,1001164,link,,Road to Alikadam(Z1005),21.7215549,92.0830827,148.00000000002456
N1,1001165,link,,Cox's Bazar 53km,21.7204716,92.0822493,419.9999999999591
N1,1001166,link,,Pipe Culvert,21.7169438,92.0824993,612.9999999999995
N1,1001167,link,,"Cox,s Bazar 52 km",21.7120833,92.0821104,361.6000000000099
N1,1001168,bridge,A,CHOHAJANYA (1),21.7092513759013,92.0806750603415,12.8
N1,1001169,link,,Box culvert,21.7080278,92.0800549,489.00000000003274
N1,1001170,link,,"Cox,s Bazar 51 km",21.7040556,92.0788604,136.3499999999931
N1,1001171,bridge,A,CHOHAJANIYA (2),21.7028300370967,92.0786456251612,9.3
N1,1001172,link,,Box culvert,21.7013611,92.0783882,697.9999999999791
N1,1001173,link,,Cox's Bazar 50km,21.6957497,92.0805827,1012.0000000000005
N1,1001174,link,,Cox's Bazar 49km,21.6868608,92.0800827,1000.0
N1,1001175,link,,Cox's Bazar 48 km,21.678416,92.0770827,213.19999999997208
N1,1001176,bridge,A,JASJARI BRIDGE,21.676279289928,92.0768074748201,59.6
N1,1001177,link,,Bridge start,21.6747493,92.0766104,61.99999999995498
N1,1001178,link,,Bridge end,21.6742216,92.0765549,230.0000000000182
N1,1001179,bridge,A,DULAHAJARA (SAFARI PARK),21.6721049602836,92.0763992531915,14.0
N1,1001180,link,,Box culvert,21.6704438,92.0762771,34.00000000004866
N1,1001181,link,,"Cox,s Bazar 47 km",21.6695549,92.0760549,96.00000000000364
N1,1001182,link,,Road to Garzania (Z1130),21.6688327,92.0759438,648.2499999999618
N1,1001183,bridge,A,DULAHAJARA CULVERT,21.6629404415143,92.075071645953,3.5
N1,1001184,link,,Box culvert,21.6618889,92.074916,143.0000000000291
N1,1001185,link,,"Cox,s Bazar 46 km",21.6606111,92.0750827,35.799999999994725
N1,1001186,bridge,A,DULAHAJAR BRIDGE,21.6600543017045,92.0751025664772,54.4
N1,1001187,link,,Bridge start,21.6590556,92.0751382,55.999999999983174
N1,1001188,link,,Bridge end,21.653,92.0751382,783.9999999999918
N1,1001189,link,,"Cox,s Bazar 45 km",21.6518056,92.0737771,77.49999999998636
N1,1001190,bridge,C,BOYRAGIR KHIL,21.6508560658227,92.0735619202531,61.0
N1,1001191,link,,Bridge start,21.6497219,92.0733049,62.00000000001182
N1,1001192,link,,Bridge end,21.6491941,92.0733049,17.99999999997226
N1,1001193,link,,Box culvert,21.649083,92.0733049,107.75000000001
N1,1001194,bridge,A,PAGOLARIBIL,21.6480847609561,92.0733292227091,4.5
N1,1001195,link,,Box culvert,21.6468052,92.0733604,447.00000000000273
N1,1001196,link,,"Cox,s Bazar 44 km",21.6428608,92.0732216,1017.9999999999723
N1,1001197,link,,"Cox,s Bazar 43 km",21.634833,92.0770271,1028.00000000002
N1,1001198,link,,"Cox,s Bazar 42 km",21.6259716,92.0773882,546.2749999999801
N1,1001199,bridge,B,KHUTAKHALI,21.6225351880109,92.0737034768392,1.45
N1,1001200,link,,Box culvert,21.6213604,92.0724438,266.00000000001955
N1,1001201,link,,Cox's Bazar 41km,21.6197771,92.0705271,191.3499999999999
N1,1001202,bridge,A,Khutakhali Bazar Bridge,21.618376660401,92.0691713375939,44.55
N1,1001203,link,,Bridge start,21.617166,92.0679993,50.99999999998772
N1,1001204,link,,Bridge end,21.6167771,92.0678049,58.99999999996908
N1,1001205,link,,"Z1131, Kutakhali-Maheshkhali",21.6150556,92.0667771,115.0000000000091
N1,1001206,link,,"Cox,s Bazar 40 km",21.61225,92.0652222,140.0000000000432
N1,1001207,link,,Box culvert,21.610086825,92.06399479375,179.99999999994998
N1,1001208,link,,Box culvert,21.6073056,92.0624167,181.5000000000282
N1,1001209,bridge,A,FULCHARI (NEWPARA),21.6065189670012,92.0623070695106,7.0
N1,1001210,bridge,A,FULCHARI (NEWPARA),21.6051753127979,92.0621198087829,5.2
N1,1001211,link,,"Cox,s Bazar 39 km",21.6039167,92.0619444,57.00000000001637
N1,1001212,link,,Box culvert,21.603029505025123,92.061920540201,280.3499999999417
N1,1001213,bridge,A,FULCHARI CULVERT,21.5985935301507,92.061801241206,9.3
N1,1001214,link,,Box culvert,21.5977219,92.0617778,372.99999999999045
N1,1001215,bridge,A,FULCHARI BAZAR,21.5960736973421,92.0614095408637,14.0
N1,1001216,link,,Cox's Bazar 38km,21.5951108,92.0611944,81.99999999999363
N1,1001217,link,,Box culvert,21.59379884019608,92.06161870980392,272.30000000002974
N1,1001218,bridge,A,NAPITE KHALI CULVERT,21.5894309740196,92.0630313509804,1.4
N1,1001219,link,,Box culvert,21.588583,92.0633056,465.74999999995725
N1,1001220,bridge,C,NAPITE KHALI,21.5876028,92.0649047857142,4.5
N1,1001221,link,,"Cox,s Bazar 37 km",21.5875274,92.0650278,100.00000000002274
N1,1001222,link,,Box culvert,21.5861941,92.0650278,168.00000000000637
N1,1001223,link,,Box culvert,21.584833,92.0652222,226.74999999998136
N1,1001224,bridge,A,EAST NAPITL KHAL BOX CULVERT,21.5830741250341,92.0657158465116,2.5
N1,1001225,link,,Cox's Bazar 36 km,21.5791938,92.0668049,129.0000000000191
N1,1001226,link,,Box culvert,21.5769993,92.0697216,406.7999999999756
N1,1001227,bridge,A,NAEK KHALI BOX CULVERT,21.5744075162901,92.0707446712247,12.4
N1,1001228,link,,"Cox,s Bazar 35 km",21.5717216,92.0718049,694.0000000000168
N1,1001229,link,,Box Culvert,21.564,92.0702493,326.0000000000218
N1,1001230,link,,"Cox,s Bazar 34 km",21.5629444,92.0700271,69.25000000001091
N1,1001231,bridge,A,KHODIA BARI PRIMARY BOX CULVERT,21.5623201688888,92.0698139251851,9.5
N1,1001232,link,,Box Culvert,21.5618056,92.0696382,120.9999999999809
N1,1001233,link,,Box Culvert,21.5608333,92.0692771,71.59999999998945
N1,1001234,bridge,A,ISLAMABAD KHODIABARI BOX CULVERT,21.5603042595174,92.0691476,4.8
N1,1001235,bridge,A,ISLAMABAD KHODIA BARI BOX CULVERT,21.5594892512064,92.0689481,7.0
N1,1001236,link,,"Cos,x Bazar 33 km",21.5555,92.0679716,51.999999999964075
N1,1001237,bridge,A,Eidgaon Bazar Bridge,21.5554256122448,92.0679503244898,46.0
N1,1001238,link,,Bridge start,21.5553056,92.067916,52.00000000002092
N1,1001239,link,,Bridge end,21.5548889,92.0678049,423.0000000000018
N1,1001240,link,,Bridge start,21.5484719,92.0670827,45.99999999999227
N1,1001241,link,,Bridge end,21.548083,92.0670271,101.68499999997493
N1,1001242,bridge,A,Goro Bazar Bridge,21.5470666065573,92.0668953754098,44.63
N1,1001243,link,,"Cox,s Bazar 32 km",21.546583,92.0668327,887.0000000000005
N1,1001244,link,,Cox's Bazar 31km,21.538333,92.0639722,1016.0000000000196
N1,1001245,link,,Cox.s Bazar 30 km,21.5294993,92.0650278,32.99999999995862
N1,1001246,link,,Box culvert,21.5283049,92.0650833,212.00000000004593
N1,1001247,link,,Box culvert,21.5264716,92.0651944,100.99999999999909
N1,1001248,bridge,A,SHAT GOREA PARA BOX CULVERT,21.5255297395348,92.0653252244186,14.0
N1,1001249,bridge,A,KALIRCHARA BOX CULVERT,21.5237332279069,92.0655747598837,8.0
N1,1001250,link,,Bridge start,21.5234716,92.0656111,19.99999999998181
N1,1001251,link,,Bridge end,21.5233049,92.0656389,139.00000000001
N1,1001252,link,,Box culvert,21.5220827,92.0658611,142.29999999997744
N1,1001253,bridge,A,KALIRCHARA BAZAR BOX CULVERT,21.5207709407407,92.0661440629629,15.4
N1,1001254,link,,"Cox,s Bazar 29 km",21.520666,92.0661667,138.50000000002183
N1,1001255,bridge,A,KALIRCHAR,21.5195088091891,92.0666746302702,5.0
N1,1001256,link,,Box culvert,21.5161111,92.068166,292.49999999996135
N1,1001257,bridge,A,RASHIDNAGAR,21.5137419731132,92.069340890566,3.0
N1,1001258,link,,Box culvert,21.5126944,92.0698604,27.000000000043656
N1,1001259,link,,Cox.s Bazar 28 km,21.5125556,92.0699438,258.7499999999636
N1,1001260,bridge,A,ROSHIDNAGAR CULVERT,21.5104396976562,92.0708606554687,2.5
N1,1001261,link,,Box culvert,21.5083889,92.0717493,204.00000000000773
N1,1001262,link,,Box culvert,21.5069722,92.072916,63.24999999992542
N1,1001263,bridge,A,DOLERCHARA CULVERT,21.5065069274647,92.0733026419014,7.5
N1,1001264,bridge,A,DOLERCHARA CULVERT,21.5051319429577,92.0744452552816,12.4
N1,1001265,link,,Cox's Bazar 27km,21.505,92.0745549,911.0000000000014
N1,1001266,link,,Box culvert,21.4974719,92.0765549,88.99999999999864
N1,1001267,link,,Cox's Bazar 26km,21.4968608,92.0769438,48.00000000000182
N1,1001268,link,,Box culvert,21.4964441,92.077166,92.99999999996089
N1,1001269,bridge,A,ROSHIDNAGAR (2),21.4957534922651,92.0776785856353,14.0
N1,1001270,bridge,A,"ROSHIDNAGAR U,R CULVERT",21.4948695143646,92.0783346952486,14.1
N1,1001271,link,,"Cox,s Bazar 25 km",21.4901941,92.0818049,985.99999999999
N1,1001272,link,,"Cox,s Bazar 24 km",21.4870274,92.0898052,274.0000000000009
N1,1001273,link,,Box culvert,21.4851386,92.091333,700.0000000000455
N1,1001274,link,,Cox.s Bazar 23 km,21.4793604,92.0938886,155.399999999986
N1,1001275,bridge,A,JOARIANALA CULVERT,21.4782130684357,92.0947151779329,7.2
N1,1001276,link,,Box culvert,21.4767771,92.0957497,176.00000000004457
N1,1001277,bridge,A,JOARIANALA,21.4755164496,92.0967866511999,14.0
N1,1001278,link,,Box culvert,21.4750549,92.0971663,169.50000000002774
N1,1001279,bridge,A,JORIANALA,21.4738446327586,92.0980125862068,3.0
N1,1001280,link,,"Cox,s Bazar 22 km",21.4713604,92.0997497,20.999999999958163
N1,1001281,link,,Bridge start,21.4712216,92.0998886,59.00000000002592
N1,1001282,link,,Bridge end,21.4708049,92.1002222,69.17500000002974
N1,1001283,bridge,A,JOARIANALA BAZAR PC GIDER BRIDGE(L),21.470055530337,92.1006402232209,57.6
N1,1001284,link,,Box culvert,21.4667216,92.1025,130.9999999999718
N1,1001285,bridge,B,JOARIANALA CULVERT,21.4655415307901,92.1026566882833,14.0
N1,1001286,link,,"Cox,s Bazar 21 km",21.4635833,92.1029167,968.9999999999941
N1,1001287,link,,"Cox,s Bazar 20 km",21.4564722,92.1038056,379.99999999999545
N1,1001288,link,,Box culvert,21.4545,92.10075,421.9999999999686
N1,1001289,link,,Box culvert,21.4512778,92.0994441,91.40000000002146
N1,1001290,bridge,A,MITA CHARI BOX CULVERT,21.4505569351351,92.0994681432432,9.2
N1,1001291,link,,"Cox,s Bazar 19 km",21.4496108,92.0994997,57.00000000001637
N1,1001292,link,,"Z1001, Road to Naikkongchhari",21.4494719,92.0995274,597.9999999999563
N1,1001293,link,,Box culvert,21.443833,92.1014167,59.25000000002001
N1,1001294,bridge,A,RAMU HOSPITAL GATE,21.4433865625,92.1012678785714,1.5
N1,1001295,link,,Bridge start,21.4421663,92.1008611,14.700000000061664
N1,1001296,bridge,A,Mitacmari Ramu Bridge,21.4418389714285,92.1007083571428,58.6
N1,1001297,link,,Bridge end,21.4417497,92.1006667,44.70000000003438
N1,1001298,link,,"Cox,s Bazar 18 km",21.4413608,92.1003611,466.99999999998454
N1,1001299,link,,Box culvert,21.4375552,92.0984997,39.499999999975444
N1,1001300,bridge,A,MARULA (WEST),21.4372009552325,92.0983672723837,3.0
N1,1001301,link,,Box culvert,21.434583,92.0973886,47.74999999995089
N1,1001302,bridge,A,MARULA BOX CULVERT,21.4342084624161,92.0972607067114,2.5
N1,1001303,link,,"Cox,s Bazar 17 km",21.4334441,92.0969997,284.99999999996817
N1,1001304,link,,Box culvert,21.4310271,92.0961941,21.400000000028285
N1,1001305,bridge,A,RAMU BRAC OFFICE,21.4308087593886,92.0961182921397,7.2
N1,1001306,link,,Box culvert,21.4290271,92.0954997,26.249999999947704
N1,1001307,bridge,A,RAMU BY PASS MORE,21.4288400316455,92.0953913860759,3.5
N1,1001308,link,,Ramu old Section (N109),21.4284993,92.0951941,112.99999999999955
N1,1001309,link,,Box culvert,21.4283604,92.0941663,3.6000000000058208
N1,1001310,bridge,A,RAMU MOUR BOX CULVDERT,21.4283515971831,92.0940714267605,12.8
N1,1001311,link,,"Cox,s Bazar 16 km",21.4281104,92.0914719,190.99999999997408
N1,1001312,link,,Bridge start,21.427916,92.0896108,8.600000000001273
N1,1001313,bridge,A,ROMA CALLAGE BOX CULVERT,21.427895984,92.089450816,18.8
N1,1001314,link,,Bridge end,21.4278882,92.0893886,558.5999999999558
N1,1001315,link,,Box culvert,21.4271104,92.084083,1.8999999999778083
N1,1001316,bridge,A,ROMA TECHIPUL,21.4271063768115,92.0840258231884,8.2
N1,1001317,link,,"Cox,s Bazar 15 km",21.4269716,92.0821104,175.30000000004975
N1,1001318,bridge,A,SAMBAR PUL CULVERT,21.4267747132812,92.0804427367187,7.4
N1,1001319,link,,Box culvert,21.4267771,92.0804716,371.10000000001264
N1,1001320,bridge,A,CHAKMARKOOL,21.4264716,92.0767771,12.4
N1,1001321,link,,Box culvert,21.4264716,92.0767771,397.8000000000179
N1,1001322,link,,"Cox,s Bazar 14 km",21.4267216,92.0730827,237.30000000000473
N1,1001323,bridge,A,CHAKMAR KOOL BOX CULVERT,21.4273654498084,92.0708934808429,9.4
N1,1001324,link,,Box culvert,21.427416,92.0707216,738.9999999999759
N1,1001325,link,,Cox's Bazar 13km,21.4276938,92.0643611,110.00000000001364
N1,1001326,bridge,A,KHURUTIA BOX CULVERT,21.4271759977099,92.0634431893129,2.0
N1,1001327,link,,Box culvert,21.4270827,92.0632778,234.60000000000036
N1,1001328,bridge,A,KHURULIA CULVERT,21.4273089357414,92.0610656669201,6.8
N1,1001329,link,,Box culvert,21.4273327,92.0608333,296.6999999999871
N1,1001330,bridge,A,KHURULIA SCHOOL BOX CULVERT,21.4278354522255,92.0579673860534,16.6
N1,1001331,link,,Box culvert,21.4278882,92.0576667,192.7000000000021
N1,1001332,bridge,A,KHURULIA SCHOOL BOX CULVERT,21.4280296848739,92.0557570361344,18.6
N1,1001333,link,,Box culvert,21.4280549,92.0554167,28.999999999996362
N1,1001334,link,,"Cox,s Bazar 12 km",21.4280827,92.0551389,198.39999999999236
N1,1001335,bridge,A,KHURULIA CHAIRMAN PARA BOX CULVERT,21.4280584948275,92.0532281715517,7.2
N1,1001336,link,,Box culvert,21.4280549,92.0529444,435.49999999999045
N1,1001337,bridge,A,Sarkarpara Bridge,21.4275245,92.0486482172786,13.0
N1,1001338,link,,Bridge start,21.4274993,92.0484441,18.000000000029104
N1,1001339,link,,"Cox,s Bazar 11 km",21.4287771,92.0461941,195.55000000002565
N1,1001340,bridge,A,WEST DOVGE BOX CULVERT,21.4294452102564,92.0443807192307,10.9
N1,1001341,link,,Box culvert,21.4295549,92.044083,462.4000000000592
N1,1001342,bridge,A,MUKTAR KUL,21.4297884,92.0395945696,9.2
N1,1001343,link,,Box culvert,21.4298049,92.0392774,254.0000000000191
N1,1001344,link,,"Cox,s Bazar 10 km",21.4296938,92.0368608,223.99999999998954
N1,1001345,link,,Box culvert,21.4289716,92.0348608,256.7500000000109
N1,1001346,bridge,A,BAKKHALI BRIDGE,21.4294033629834,92.0318887491712,148.5
N1,1001347,link,,Bridge start,21.4294438,92.0316104,97.74999999996226
N1,1001348,link,,Bridge end,21.4300827,92.0304716,95.25000000002137
N1,1001349,bridge,A,MOHURI RARA BOX,21.4303257834586,92.0296206984962,3.5
N1,1001350,link,,Box culvert,21.430416,92.0293049,102.84999999998945
N1,1001351,bridge,A,RABAR DAM BOX,21.4301539217391,92.0283434956521,10.3
N1,1001352,link,,"Cox,s Bazar 9 km",21.430166,92.0283604,38.84999999996808
N1,1001353,link,,Box culvert,21.4298882,92.0279716,566.5000000000191
N1,1001354,bridge,A,LINK ROAD CULVERT,21.426498621044,92.0238834076672,9.0
N1,1001355,link,,Box culvert,21.4262493,92.0235827,64.99999999999773
N1,1001356,link,,"N110,Link road-Cox' Bazar, (Labonir more)",21.4258604,92.023166,13.000000000033651
N1,1001357,link,,Teknaf 79 km,21.4258049,92.0232493,488.7499999999818
N1,1001358,bridge,C,BESIC AREA,21.423063061512,92.0267879589347,4.5
N1,1001359,bridge,C,BASIC ARIA (1),21.4226721680412,92.0272924520618,11.3
N1,1001360,link,,Box culvert,21.4225549,92.0274438,70.99999999996953
N1,1001361,link,,Box culvert,21.4220827,92.0278604,326.0000000000218
N1,1001362,link,,"Teknaf 78 km,Uttia 24 km",21.4199716,92.0302493,174.80000000000473
N1,1001363,bridge,C,KAMBIR GONA,21.4194017834586,92.031682906015,2.4
N1,1001364,link,,Box culvert,21.4191104,92.032416,355.40000000003147
N1,1001365,bridge,B,HAMBIR GONA (1),21.4170232427616,92.0347260730512,7.2
N1,1001366,link,,Box culvert,21.4165,92.0353052,76.95000000001073
N1,1001367,bridge,C,HAMBIR GONA-(2),21.4161167631868,92.0359357093406,8.1
N1,1001368,link,,Box culvert,21.4156389,92.0367219,134.9999999999909
N1,1001369,link,,"Teknaf 77 km,Uthia 23 km",21.4150556,92.037833,121.55000000001337
N1,1001370,bridge,A,KANAR PARA,21.4142599314893,92.0386736859574,10.9
N1,1001371,link,,Box culvert,21.4135833,92.0393886,256.8499999999858
N1,1001372,bridge,A,SHORAR COOL,21.4124968430517,92.0395268517711,8.3
N1,1001373,link,,Box culvert,21.4120556,92.039583,171.99999999996862
N1,1001374,link,,Bridge start,21.4115,92.0438052,48.00000000000182
N1,1001375,link,,Bridge end,21.4111667,92.0441108,26.850000000024465
N1,1001376,bridge,B,SOUTH MITTA CHORI,21.4110029325153,92.0443379558282,8.3
N1,1001377,link,,Box culvert,21.4103056,92.0453052,57.00000000001637
N1,1001378,link,,"Teknaf 76 km,Uthia 22 km",21.4101111,92.0458052,239.89999999997735
N1,1001379,bridge,B,SOUTH MITHACHARI,21.4102488567901,92.0480366814814,2.2
N1,1001380,link,,Box culvert,21.41025,92.0480552,183.89999999999418
N1,1001381,bridge,A,SOUTH MITHACHARI,21.4102981858461,92.0496622239999,8.2
N1,1001382,link,,Box culvert,21.4103333,92.0508333,121.0500000000252
N1,1001383,bridge,A,SOUTH MITTA CULVERT,21.4099236838827,92.0518884435897,1.9
N1,1001384,link,,Box culvert,21.4094167,92.0531944,180.00000000000682
N1,1001385,link,,"Teknaf 75 km,Uthia 21 km",21.4090833,92.05475,44.499999999970896
N1,1001386,bridge,A,SOUTH MITHACHARI,21.4088399161904,92.0550238095238,3.0
N1,1001387,link,,Box culvert,21.4079722,92.056,0.5999999999630745
N1,1001388,bridge,A,SOUTH MITHACHARI,21.4079574071005,92.0560124923076,2.8
N1,1001389,link,,Box culvert,21.4067222,92.0570556,117.999999999995
N1,1001390,bridge,D,SHAMMOTI PARA,21.4063607143344,92.0580467784983,10.0
N1,1001391,link,,Box culvert,21.4058611,92.0594167,253.19999999999254
N1,1001392,bridge,A,CHALATOLI,21.4041499171641,92.0618387037313,1.6
N1,1001393,link,,Km post missing,21.4040556,92.0619722,157.0000000000391
N1,1001394,link,,Box culvert,21.4039167,92.0628333,301.19999999999436
N1,1001395,bridge,A,CHALIYATOLI,21.402009374844,92.0647406251559,3.6
N1,1001396,link,,Box culvert,21.4008889,92.0658611,79.99999999998408
N1,1001397,bridge,C,RAKALAN PARA STEEL BEAM AND RCC SLAB,21.4001878992395,92.0660829174905,8.0
N1,1001398,bridge,C,CHALIYA TOLI -2 ARCH MASONRY,21.3987858977186,92.0665265524714,1.3
N1,1001399,link,,Bridge start,21.3986941,92.0665556,14.999999999986358
N1,1001400,link,,Bridge end,21.398583,92.0665833,165.99999999999682
N1,1001401,link,,Box culvert,21.3971663,92.0668882,19.000000000005457
N1,1001402,link,,"Teknaf 74 km,Uthia 20 km",21.3969719,92.066916,229.85000000005584
N1,1001403,bridge,A,PANCHORI,21.3950144227586,92.0675884137931,8.3
N1,1001404,link,,Box culvert,21.393333,92.068166,272.9999999999677
N1,1001405,bridge,C,PANCHORA STEEL BEAM AND RCC SLAB,21.3908555107438,92.0684757008264,22.0
N1,1001406,link,,Bridge start,21.3891108,92.0686938,17.99999999997226
N1,1001407,link,,Bridge end,21.3889441,92.0688049,17.650000000003274
N1,1001408,bridge,C,PANAR CHORH -3 SLAB CULVERT,21.3888052,92.0689623,2.7
N1,1001409,link,,"Teknaf 73 km, Ukhia 19km",21.3885274,92.0692771,128.64999999999327
N1,1001410,bridge,B,PANCHARA SLAB CULVERT,21.3874538459459,92.0697162891891,2.7
N1,1001411,link,,Box culvert,21.3873052,92.0697771,133.55000000007067
N1,1001412,bridge,C,PANCHARA SLAB CULVERT,21.386218603409,92.0702884892045,2.9
N1,1001413,link,,Box culvert,21.3858886,92.0704438,28.099999999994907
N1,1001414,bridge,C,PANCHARA SLAB CULVERT,21.3856411333333,92.0704543196078,1.8
N1,1001415,link,,Box culvert,21.384583,92.0704993,19.600000000025375
N1,1001416,bridge,B,PANAR CHORA SLAB CULVERT,21.3844064618421,92.0705223447368,2.8
N1,1001417,link,,Box culvert,21.3839441,92.0705827,101.09999999997399
N1,1001418,bridge,B,PANCHORI SLAB CULVERT,21.3831050828947,92.0708809157894,1.8
N1,1001419,bridge,A,PANCHARA SLAB CULVERT,21.3829076671052,92.0709510842105,1.7
N1,1001420,link,,Box culvert,21.3826938,92.0710271,168.00000000000637
N1,1001421,link,,Box culvert,21.3813049,92.0710827,29.999999999972715
N1,1001422,link,,Box culvert,21.3811104,92.0710827,31.60000000002583
N1,1001423,bridge,A,PANCHORI,21.3808422435754,92.0709982664804,0.8
N1,1001424,bridge,B,DALA -2 SLAB CULVERT,21.3796187798882,92.0706130385474,1.5
N1,1001425,link,,"Teknaf 72 km,Uthia 18 km",21.3796104,92.0706104,38.250000000005
N1,1001426,bridge,A,DALA-2 SLAB CULVERT,21.3793128,92.0704913857142,1.5
N1,1001427,link,,Box culvert,21.378916,92.0703327,121.89999999998236
N1,1001428,bridge,C,DALA-3 SLAB CULVERT,21.3778510915584,92.0703548240259,2.2
N1,1001429,link,,Box culvert,21.3775827,92.0703604,38.99999999998727
N1,1001430,link,,Box culvert,21.3773882,92.0706104,77.25000000004911
N1,1001431,bridge,A,DALA SLAB CULVERT,21.3768882285714,92.0711223285714,1.5
N1,1001432,bridge,A,DALA SLAB CULVERT,21.3762792890109,92.0717458313186,3.0
N1,1001433,link,,Box culvert,21.3762216,92.0718049,164.99999999996362
N1,1001434,link,,Box culvert,21.3752493,92.0727771,38.80000000003747
N1,1001435,bridge,C,DHALLA SLAB CULVERT,21.3750850565217,92.0730282999999,2.4
N1,1001436,link,,Box culvert,21.3747771,92.0734993,64.99999999999773
N1,1001437,link,,Box culvert,21.3745549,92.0739716,9.349999999983538
N1,1001438,bridge,A,PANAR CHORI SLAB CULVERT,21.3745372352601,92.0740615132948,1.3
N1,1001439,bridge,A,PANAR HORA SLAB CULVERT,21.3743800190751,92.0748617416184,1.3
N1,1001440,link,,Box culvert,21.3742493,92.0755271,16.000000000019554
N1,1001441,link,,"Teknaf 71km, Ukhia 17km",21.3742493,92.0756938,128.35000000001173
N1,1001442,bridge,C,PANCR CHAR SLAB CULVERT,21.3737957588607,92.0766236613924,1.3
N1,1001443,link,,Box culvert,21.3736938,92.0768327,82.99999999996999
N1,1001444,link,,Box culvert,21.3731938,92.0773327,104.35000000001082
N1,1001445,bridge,C,TULA BAGAN SLAB CULVERT,21.3724168458515,92.0778930973799,1.3
N1,1001446,link,,Box culvert,21.3714993,92.0785549,99.35000000001537
N1,1001447,bridge,A,TULA BAGAN BOX CULVERT,21.3706902708737,92.0790672786407,1.3
N1,1001448,link,,Box culvert,21.3698327,92.0796104,11.349999999993088
N1,1001449,bridge,A,TELA BAGAN SLAB CULVERT,21.3697436389312,92.0796434824427,1.3
N1,1001450,bridge,A,TULA BAGAN.,21.3686452190839,92.0800514992366,1.3
N1,1001451,link,,Box culvert,21.3678882,92.0803327,40.34999999998945
N1,1001452,bridge,B,PARARHORA CULVERT,21.367599241791,92.0804686731343,1.3
N1,1001453,link,,Box culvert,21.3669438,92.0807771,84.00000000000318
N1,1001454,link,,"Teknaf 70 km,Uthia 16 km",21.3662778,92.0810549,63.99999999996453
N1,1001455,link,,Box culvert,21.3657222,92.0812771,88.45000000002301
N1,1001456,bridge,C,TULA BAGUN,21.3649267960264,92.0813617278145,7.1
N1,1001457,link,,Box culvert,21.3644167,92.081416,36.350000000027194
N1,1001458,bridge,B,TULA BAGAN,21.3641002252199,92.0813316052785,1.3
N1,1001459,link,,Box culvert,21.3615,92.0806382,24.20000000000755
N1,1001460,bridge,B,TOLA BAGAN,21.3613004264018,92.0805440936915,1.6
N1,1001461,bridge,A,TULA BAGAN,21.3604702002336,92.0801526114486,2.5
N1,1001462,bridge,A,NORTH-CONIAPARA,21.3597277864485,92.0798025359813,1.3
N1,1001463,bridge,C,NORTH CONIAPARA,21.3587458843457,92.0793395329439,2.2
N1,1001464,link,,Box culvert,21.3580833,92.0790271,44.00000000003956
N1,1001465,link,,"Teknaf 69 km,Uthia 15 km",21.35775,92.0790271,63.99999999996453
N1,1001466,link,,Box culvert,21.3571944,92.0791104,96.00000000000364
N1,1001467,link,,Box culvert,21.3563333,92.0790827,7.000000000005002
N1,1001468,bridge,A,NORTH CONIA PARA BOX CULVERT,21.3562553024,92.0790827,4.0
N1,1001469,link,,Box culvert,21.35525,92.0790827,305.0000000000068
N1,1001470,link,,Box culvert,21.3526667,92.0783327,294.25000000003365
N1,1001471,bridge,A,WEST CONIARA,21.3500251952038,92.0784342935251,21.5
N1,1001472,link,,"Teknaf 68 km,Uthia 14 km",21.3490552,92.0784716,312.0000000000118
N1,1001473,link,,Bridge start,21.3463608,92.0790271,26.00000000001046
N1,1001474,link,,Bridge end,21.3461386,92.0789993,87.35000000001492
N1,1001475,bridge,C,CONIA PARA,21.3453322117757,92.0789703396261,11.3
